,PSRAID,COUNTRY,Trust0,Trust1,Arrogance0,Arrogance1,Compassion0,Compassion1,Gender,Age
284,101287,Czech Republic,Don't know,Germany,Germany,France,Poland,Germany,Male,50-64
285,101288,Czech Republic,Austria,Poland,Don't know,Don't know,Czech Republic,Austria,Female,30-49
286,101289,Czech Republic,Germany,Greece,Don't know,Don't know,Don't know,Don't know,Male,18-29
287,101290,Czech Republic,Germany,Greece,Poland,Don't know,Don't know,Germany,Male,65+
288,101291,Czech Republic,Refused,Refused,Refused,Refused,Refused,Refused,Female,30-49
289,101292,Czech Republic,Germany,Greece,Don't know,Don't know,Refused,Slovakia,Male,18-29
290,101293,Czech Republic,Great Britain/United Kingdom,France,Germany,Sweden,Don't know,France,Male,18-29
291,101294,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,30-49
292,101295,Czech Republic,Luxembourg,Romania,Don't know,Slovakia,Italy,Great Britain/United Kingdom,Female,30-49
293,101296,Czech Republic,Czech Republic,Belgium,Czech Republic,Austria,Czech Republic,Poland,Male,18-29
294,101297,Czech Republic,Great Britain/United Kingdom,Czech Republic,Germany,Don't know,Czech Republic,Romania,Female,30-49
295,101298,Czech Republic,Germany,Greece,Don't know,Don't know,France,Great Britain/United Kingdom,Male,50-64
296,101299,Czech Republic,Don't know,Don't know,Germany,Sweden,Czech Republic,Don't know,Female,50-64
297,101300,Czech Republic,Czech Republic,Don't know,Germany,Great Britain/United Kingdom,Poland,Don't know,Female,30-49
298,101301,Czech Republic,Don't know,Don't know,Czech Republic,Poland,Don't know,Czech Republic,Female,50-64
299,101302,Czech Republic,Don't know,Romania,Germany,Slovakia,Italy,Belgium,Female,50-64
300,101303,Czech Republic,Don't know,Don't know,Germany,Slovakia,Don't know,Don't know,Female,30-49
301,101304,Czech Republic,Germany,Czech Republic,Don't know,Don't know,Germany,Czech Republic,Male,18-29
302,101305,Czech Republic,Don't know,Germany,Netherlands,Slovakia,Slovakia,Great Britain/United Kingdom,Female,50-64
303,101306,Czech Republic,Don't know,Italy,Don't know,Slovakia,Don't know,Italy,Male,50-64
304,101307,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,65+
305,101308,Czech Republic,Ireland,Don't know,Don't know,Don't know,Czech Republic,Don't know,Female,50-64
306,101309,Czech Republic,Germany,Don't know,Czech Republic,Netherlands,Don't know,Don't know,Female,30-49
307,101310,Czech Republic,Don't know,Don't know,Don't know,Don't know,Great Britain/United Kingdom,Czech Republic,Female,18-29
308,101311,Czech Republic,Germany,Greece,Poland,Slovakia,Slovakia,Poland,Male,30-49
309,101312,Czech Republic,Great Britain/United Kingdom,Romania,Austria,Don't know,Czech Republic,Romania,Female,18-29
310,101313,Czech Republic,Germany,Spain,France,Italy,Slovakia,Don't know,Male,30-49
311,101314,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,30-49
312,101315,Czech Republic,Denmark,Czech Republic,Don't know,Don't know,Czech Republic,Don't know,Female,30-49
313,101316,Czech Republic,France,Italy,Germany,Netherlands,Don't know,Germany,Female,50-64
314,101317,Czech Republic,Don't know,Bulgaria,Don't know,Hungary,Slovakia,Czech Republic,Female,65+
315,101318,Czech Republic,Sweden,Romania,Germany,Czech Republic,Great Britain/United Kingdom,Don't know,Male,65+
316,101319,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,18-29
317,101320,Czech Republic,Germany,Spain,Great Britain/United Kingdom,Austria,Italy,Romania,Female,65+
318,101321,Czech Republic,Slovakia,Don't know,Don't know,Don't know,Don't know,Don't know,Female,30-49
319,101322,Czech Republic,Germany,Poland,Netherlands,Czech Republic,Czech Republic,Germany,Female,30-49
320,101323,Czech Republic,Germany,Poland,Don't know,Austria,Don't know,Don't know,Male,50-64
321,101324,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,30-49
322,101325,Czech Republic,Don't know,Hungary,Don't know,Don't know,Slovakia,Don't know,Female,30-49
323,101326,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,30-49
324,101327,Czech Republic,Austria,Bulgaria,Germany,Italy,Don't know,Don't know,Male,30-49
325,101328,Czech Republic,Austria,Poland,France,Austria,Germany,Spain,Female,30-49
326,101329,Czech Republic,Germany,Greece,Germany,Spain,Poland,Great Britain/United Kingdom,Female,30-49
327,101330,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,65+
328,101331,Czech Republic,Germany,Don't know,Don't know,Don't know,Don't know,Don't know,Male,30-49
329,101332,Czech Republic,Don't know,Romania,Netherlands,Don't know,Great Britain/United Kingdom,Netherlands,Male,18-29
330,101333,Czech Republic,Germany,Don't know,Don't know,Don't know,Don't know,Don't know,Male,30-49
331,101334,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,65+
332,101335,Czech Republic,Don't know,Romania,Don't know,Don't know,Don't know,Don't know,Male,65+
333,101336,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,18-29
334,101337,Czech Republic,Italy,Germany,Germany,Italy,Italy,Czech Republic,Female,30-49
335,101338,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,50-64
336,101339,Czech Republic,Germany,Greece,France,Germany,Germany,France,Male,65+
337,101340,Czech Republic,Germany,Romania,Czech Republic,Slovakia,Slovakia,Don't know,Male,30-49
338,101341,Czech Republic,Denmark,Czech Republic,Germany,France,Poland,Greece,Male,30-49
339,101342,Czech Republic,Germany,Greece,Greece,Germany,Germany,Don't know,Male,65+
340,101343,Czech Republic,Germany,Czech Republic,Don't know,Don't know,Don't know,Don't know,Male,30-49
341,101344,Czech Republic,Don't know,Germany,Germany,Slovakia,Hungary,Germany,Male,18-29
342,101345,Czech Republic,Germany,Don't know,Italy,Slovenia,Great Britain/United Kingdom,Don't know,Male,30-49
343,101346,Czech Republic,Don't know,Don't know,Italy,Czech Republic,Don't know,Don't know,Male,65+
344,101347,Czech Republic,Great Britain/United Kingdom,Don't know,Don't know,Don't know,Don't know,Don't know,Male,65+
345,101348,Czech Republic,Finland,Spain,Germany,Finland,Finland,Italy,Female,18-29
346,101349,Czech Republic,Germany,Slovakia,France,Germany,Czech Republic,Italy,Male,18-29
347,101350,Czech Republic,Germany,Poland,Don't know,Germany,Germany,Don't know,Female,50-64
348,101351,Czech Republic,Germany,Don't know,Greece,Germany,Don't know,Don't know,Female,30-49
349,101352,Czech Republic,Austria,Poland,Germany,Italy,Don't know,Don't know,Male,30-49
350,101353,Czech Republic,Austria,Greece,France,Poland,Italy,Germany,Male,30-49
351,101354,Czech Republic,Sweden,Greece,Austria,Don't know,Don't know,Don't know,Male,30-49
352,101355,Czech Republic,Germany,Slovenia,Great Britain/United Kingdom,Don't know,Don't know,Don't know,Male,18-29
353,101356,Czech Republic,Austria,Greece,France,Sweden,Italy,Germany,Male,18-29
354,101357,Czech Republic,Don't know,Slovakia,Germany,Slovakia,Don't know,Germany,Male,50-64
355,101358,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,65+
356,101359,Czech Republic,Germany,Czech Republic,Czech Republic,Poland,France,Germany,Female,50-64
357,101360,Czech Republic,Don't know,Don't know,Slovakia,Don't know,Poland,Don't know,Male,18-29
358,101361,Czech Republic,Germany,Don't know,Don't know,Don't know,Don't know,Don't know,Male,30-49
359,101362,Czech Republic,Germany,Greece,Italy,Ireland,Sweden,Slovakia,Female,18-29
360,101363,Czech Republic,Austria,Greece,Don't know,Don't know,Slovakia,France,Male,30-49
361,101364,Czech Republic,Germany,Czech Republic,Don't know,Don't know,Don't know,Don't know,Male,50-64
362,101365,Czech Republic,Sweden,Greece,Germany,Great Britain/United Kingdom,Sweden,Austria,Male,30-49
363,101366,Czech Republic,Sweden,Italy,Germany,France,Netherlands,Hungary,Male,50-64
364,101367,Czech Republic,Don't know,Don't know,Italy,Slovakia,Poland,Don't know,Female,18-29
365,101368,Czech Republic,Don't know,Don't know,Germany,Spain,Don't know,Germany,Female,50-64
366,101369,Czech Republic,Sweden,Spain,France,Netherlands,Don't know,Finland,Female,30-49
367,101370,Czech Republic,Sweden,Romania,Germany,Slovakia,Slovakia,Germany,Male,65+
368,101371,Czech Republic,Austria,Italy,Germany,Slovakia,Austria,Great Britain/United Kingdom,Male,50-64
369,101372,Czech Republic,Sweden,Greece,Greece,Sweden,Poland,Greece,Male,18-29
370,101373,Czech Republic,Germany,Bulgaria,Italy,Don't know,Don't know,Don't know,Female,30-49
371,101374,Czech Republic,Sweden,Poland,Germany,Slovakia,Don't know,Don't know,Female,65+
372,101375,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,30-49
373,101376,Czech Republic,Don't know,Don't know,Germany,Slovakia,Czech Republic,Don't know,Female,65+
374,101377,Czech Republic,Great Britain/United Kingdom,Don't know,Austria,Greece,Finland,Germany,Male,50-64
375,101378,Czech Republic,Sweden,Czech Republic,Italy,Sweden,Don't know,Don't know,Female,18-29
376,101379,Czech Republic,Germany,Greece,Austria,Slovakia,Don't know,Don't know,Male,30-49
377,101380,Czech Republic,Don't know,Don't know,Germany,Slovakia,Czech Republic,Don't know,Female,30-49
378,101381,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,50-64
379,101382,Czech Republic,Don't know,Don't know,Germany,Don't know,Don't know,Don't know,Male,65+
380,101383,Czech Republic,Germany,Don't know,Don't know,Don't know,Don't know,Don't know,Male,50-64
381,101384,Czech Republic,Belgium,Great Britain/United Kingdom,Denmark,Don't know,Poland,Don't know,Female,30-49
382,101385,Czech Republic,Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Female,30-49
383,101386,Czech Republic,Sweden,Spain,Don't know,Don't know,Don't know,Don't know,Male,30-49
384,101387,Czech Republic,Czech Republic,Denmark,Germany,Austria,Don't know,Germany,Female,50-64
385,101388,Czech Republic,Czech Republic,France,Germany,Czech Republic,Poland,Don't know,Male,30-49
386,101389,Czech Republic,Germany,Poland,Poland,Austria,France,Poland,Male,30-49
387,101390,Czech Republic,Germany,Refused,France,Great Britain/United Kingdom,Czech Republic,Don't know,Male,50-64
388,101391,Czech Republic,Netherlands,Romania,Germany,Hungary,Don't know,Germany,Female,50-64
389,101392,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,50-64
390,101393,Czech Republic,Don't know,Don't know,Czech Republic,Austria,Don't know,Don't know,Male,18-29
391,101394,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,50-64
392,101395,Czech Republic,France,Czech Republic,Austria,France,France,Don't know,Male,30-49
393,101396,Czech Republic,Spain,Don't know,Don't know,Spain,Slovakia,Don't know,Male,30-49
394,101397,Czech Republic,France,Czech Republic,Czech Republic,France,Don't know,Czech Republic,Female,18-29
395,101398,Czech Republic,Germany,Czech Republic,Czech Republic,Don't know,Germany,Czech Republic,Female,18-29
396,101399,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Czech Republic,Female,50-64
397,101400,Czech Republic,Don't know,Don't know,Czech Republic,Slovenia,Czech Republic,Don't know,Female,50-64
398,101401,Czech Republic,Don't know,Slovakia,Germany,Spain,Don't know,Don't know,Male,18-29
399,101402,Czech Republic,Don't know,Don't know,France,Great Britain/United Kingdom,Don't know,Don't know,Male,30-49
400,101403,Czech Republic,Germany,France,Don't know,Austria,Don't know,Don't know,Male,18-29
401,101404,Czech Republic,Don't know,Germany,Greece,Don't know,Don't know,Don't know,Male,65+
402,101405,Czech Republic,Denmark,Slovakia,Germany,Ireland,Ireland,Germany,Female,18-29
403,101406,Czech Republic,Germany,Greece,Greece,Germany,Don't know,Don't know,Male,18-29
404,101407,Czech Republic,Great Britain/United Kingdom,Germany,Germany,Slovakia,Don't know,Don't know,Male,50-64
405,101408,Czech Republic,Germany,Don't know,Don't know,Don't know,Don't know,Don't know,Female,30-49
406,101409,Czech Republic,Don't know,Don't know,Don't know,Don't know,Slovakia,Czech Republic,Male,30-49
407,101410,Czech Republic,Sweden,Czech Republic,Austria,Finland,France,Don't know,Female,65+
408,101411,Czech Republic,Don't know,Slovakia,Refused,Italy,Italy,Romania,Female,30-49
409,101412,Czech Republic,Germany,Poland,Italy,Finland,Germany,Hungary,Male,18-29
410,101413,Czech Republic,France,Czech Republic,Czech Republic,Don't know,Don't know,Don't know,Male,30-49
411,101414,Czech Republic,Denmark,Italy,Great Britain/United Kingdom,Hungary,Netherlands,Germany,Male,18-29
412,101415,Czech Republic,Czech Republic,France,Don't know,Don't know,Don't know,Germany,Female,30-49
413,101416,Czech Republic,Slovakia,Austria,Austria,Slovakia,Slovakia,Austria,Female,50-64
414,101417,Czech Republic,Germany,Bulgaria,Great Britain/United Kingdom,France,Don't know,Don't know,Male,30-49
415,101418,Czech Republic,Spain,Czech Republic,Poland,Germany,Spain,Poland,Male,18-29
416,101419,Czech Republic,Great Britain/United Kingdom,France,Slovakia,Italy,Don't know,Don't know,Male,18-29
417,101420,Czech Republic,Don't know,Don't know,Germany,Don't know,Don't know,Don't know,Male,50-64
418,101421,Czech Republic,Don't know,Don't know,Germany,Austria,France,Don't know,Female,18-29
419,101422,Czech Republic,Austria,Don't know,Don't know,Germany,Poland,Don't know,Male,50-64
420,101423,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Czech Republic,Female,50-64
421,101424,Czech Republic,Germany,France,Germany,Great Britain/United Kingdom,Czech Republic,Sweden,Female,65+
422,101425,Czech Republic,Sweden,Greece,Austria,Don't know,Don't know,Don't know,Male,30-49
423,101426,Czech Republic,Germany,Greece,Great Britain/United Kingdom,Denmark,Denmark,Don't know,Male,18-29
424,101427,Czech Republic,France,Romania,Germany,Czech Republic,Poland,Don't know,Male,50-64
425,101428,Czech Republic,Great Britain/United Kingdom,Poland,Don't know,Slovakia,Don't know,Don't know,Female,65+
426,101429,Czech Republic,Austria,Greece,Germany,Poland,Czech Republic,Germany,Male,18-29
427,101430,Czech Republic,Don't know,Don't know,Czech Republic,Great Britain/United Kingdom,Great Britain/United Kingdom,Czech Republic,Female,30-49
428,101431,Czech Republic,Germany,Don't know,Belgium,Slovenia,Czech Republic,Germany,Female,50-64
429,101432,Czech Republic,Luxembourg,Don't know,Great Britain/United Kingdom,Luxembourg,Romania,Don't know,Female,18-29
430,101433,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,65+
431,101434,Czech Republic,Don't know,Don't know,Germany,Don't know,Don't know,Don't know,Male,50-64
432,101435,Czech Republic,Germany,Lithuania,Don't know,Don't know,Slovakia,Don't know,Male,50-64
433,101436,Czech Republic,Germany,Don't know,Don't know,Don't know,Poland,Germany,Female,30-49
434,101437,Czech Republic,Don't know,Don't know,Germany,Don't know,Poland,Germany,Male,30-49
435,101438,Czech Republic,Don't know,Don't know,Germany,Don't know,Don't know,Don't know,Male,65+
436,101439,Czech Republic,Finland,Italy,France,Don't know,Germany,Great Britain/United Kingdom,Female,18-29
437,101440,Czech Republic,Great Britain/United Kingdom,Germany,Germany,Great Britain/United Kingdom,Don't know,Germany,Female,65+
438,101441,Czech Republic,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Female,50-64
439,101442,Czech Republic,Germany,Spain,France,Denmark,Sweden,Italy,Male,30-49
440,101443,Czech Republic,Italy,Bulgaria,Don't know,Don't know,Don't know,Don't know,Male,18-29
441,101444,Czech Republic,Czech Republic,Don't know,Don't know,Great Britain/United Kingdom,Great Britain/United Kingdom,Hungary,Female,50-64
442,101445,Czech Republic,Don't know,Don't know,Germany,Slovakia,Don't know,Germany,Female,50-64
443,101446,Czech Republic,Germany,Greece,France,Germany,Slovakia,Don't know,Female,30-49
444,101447,Czech Republic,Don't know,Refused,Germany,Refused,Refused,Refused,Female,30-49
445,101448,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,50-64
446,101449,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,18-29
447,101450,Czech Republic,Don't know,Don't know,Germany,Czech Republic,Poland,Don't know,Male,30-49
448,101451,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,50-64
449,101452,Czech Republic,Don't know,Czech Republic,Don't know,Don't know,Don't know,Czech Republic,Female,18-29
450,101453,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,30-49
451,101454,Czech Republic,Don't know,Czech Republic,Germany,Don't know,Slovakia,Greece,Male,50-64
452,101455,Czech Republic,Slovakia,Don't know,Don't know,Slovakia,Don't know,Don't know,Male,65+
