PSRAID,COUNTRY,Trust0,Trust1,Arrogance0,Arrogance1,Compassion0,Compassion1,Gender,Age
101311,Czech Republic,Germany,Greece,Poland,Slovakia,Slovakia,Poland,Male,32
101312,Czech Republic,Great Britain/United Kingdom,Romania,Austria,Don't know,Czech Republic,Romania,Female,28
101313,Czech Republic,Germany,Spain,France,Italy,Slovakia,Don't know,Male,48
101314,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,43
101315,Czech Republic,Denmark,Czech Republic,Don't know,Don't know,Czech Republic,Don't know,Female,40
101316,Czech Republic,France,Italy,Germany,Netherlands,Don't know,Germany,Female,59
101317,Czech Republic,Don't know,Bulgaria,Don't know,Hungary,Slovakia,Czech Republic,Female,72
101318,Czech Republic,Sweden,Romania,Germany,Czech Republic,Great Britain/United Kingdom,Don't know,Male,81
101319,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,23
101320,Czech Republic,Germany,Spain,Great Britain/United Kingdom,Austria,Italy,Romania,Female,71
101321,Czech Republic,Slovakia,Don't know,Don't know,Don't know,Don't know,Don't know,Female,30
101322,Czech Republic,Germany,Poland,Netherlands,Czech Republic,Czech Republic,Germany,Female,46
101323,Czech Republic,Germany,Poland,Don't know,Austria,Don't know,Don't know,Male,62
101324,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,34
101325,Czech Republic,Don't know,Hungary,Don't know,Don't know,Slovakia,Don't know,Female,37
101326,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,49
101327,Czech Republic,Austria,Bulgaria,Germany,Italy,Don't know,Don't know,Male,31
101328,Czech Republic,Austria,Poland,France,Austria,Germany,Spain,Female,34
101329,Czech Republic,Germany,Greece,Germany,Spain,Poland,Great Britain/United Kingdom,Female,36
101330,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,66
101331,Czech Republic,Germany,Don't know,Don't know,Don't know,Don't know,Don't know,Male,46
101332,Czech Republic,Don't know,Romania,Netherlands,Don't know,Great Britain/United Kingdom,Netherlands,Male,25
101333,Czech Republic,Germany,Don't know,Don't know,Don't know,Don't know,Don't know,Male,34
101334,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,66
101335,Czech Republic,Don't know,Romania,Don't know,Don't know,Don't know,Don't know,Male,67
101336,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,27
101337,Czech Republic,Italy,Germany,Germany,Italy,Italy,Czech Republic,Female,47
101338,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,62
101339,Czech Republic,Germany,Greece,France,Germany,Germany,France,Male,65
101340,Czech Republic,Germany,Romania,Czech Republic,Slovakia,Slovakia,Don't know,Male,45
101341,Czech Republic,Denmark,Czech Republic,Germany,France,Poland,Greece,Male,34
101342,Czech Republic,Germany,Greece,Greece,Germany,Germany,Don't know,Male,66
101343,Czech Republic,Germany,Czech Republic,Don't know,Don't know,Don't know,Don't know,Male,34
101344,Czech Republic,Don't know,Germany,Germany,Slovakia,Hungary,Germany,Male,29
101345,Czech Republic,Germany,Don't know,Italy,Slovenia,Great Britain/United Kingdom,Don't know,Male,46
101346,Czech Republic,Don't know,Don't know,Italy,Czech Republic,Don't know,Don't know,Male,87
101347,Czech Republic,Great Britain/United Kingdom,Don't know,Don't know,Don't know,Don't know,Don't know,Male,67
101348,Czech Republic,Finland,Spain,Germany,Finland,Finland,Italy,Female,28
101349,Czech Republic,Germany,Slovakia,France,Germany,Czech Republic,Italy,Male,28
101350,Czech Republic,Germany,Poland,Don't know,Germany,Germany,Don't know,Female,50
101351,Czech Republic,Germany,Don't know,Greece,Germany,Don't know,Don't know,Female,49
101352,Czech Republic,Austria,Poland,Germany,Italy,Don't know,Don't know,Male,45
101353,Czech Republic,Austria,Greece,France,Poland,Italy,Germany,Male,48
101354,Czech Republic,Sweden,Greece,Austria,Don't know,Don't know,Don't know,Male,42
101355,Czech Republic,Germany,Slovenia,Great Britain/United Kingdom,Don't know,Don't know,Don't know,Male,25
101356,Czech Republic,Austria,Greece,France,Sweden,Italy,Germany,Male,27
101357,Czech Republic,Don't know,Slovakia,Germany,Slovakia,Don't know,Germany,Male,61
101358,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,73
101359,Czech Republic,Germany,Czech Republic,Czech Republic,Poland,France,Germany,Female,61
101360,Czech Republic,Don't know,Don't know,Slovakia,Don't know,Poland,Don't know,Male,18
101361,Czech Republic,Germany,Don't know,Don't know,Don't know,Don't know,Don't know,Male,33
101362,Czech Republic,Germany,Greece,Italy,Ireland,Sweden,Slovakia,Female,22
101363,Czech Republic,Austria,Greece,Don't know,Don't know,Slovakia,France,Male,45
101364,Czech Republic,Germany,Czech Republic,Don't know,Don't know,Don't know,Don't know,Male,50
101365,Czech Republic,Sweden,Greece,Germany,Great Britain/United Kingdom,Sweden,Austria,Male,49
101366,Czech Republic,Sweden,Italy,Germany,France,Netherlands,Hungary,Male,56
101367,Czech Republic,Don't know,Don't know,Italy,Slovakia,Poland,Don't know,Female,19
101368,Czech Republic,Don't know,Don't know,Germany,Spain,Don't know,Germany,Female,50
101369,Czech Republic,Sweden,Spain,France,Netherlands,Don't know,Finland,Female,34
101370,Czech Republic,Sweden,Romania,Germany,Slovakia,Slovakia,Germany,Male,75
101371,Czech Republic,Austria,Italy,Germany,Slovakia,Austria,Great Britain/United Kingdom,Male,55
101372,Czech Republic,Sweden,Greece,Greece,Sweden,Poland,Greece,Male,29
101373,Czech Republic,Germany,Bulgaria,Italy,Don't know,Don't know,Don't know,Female,41
101374,Czech Republic,Sweden,Poland,Germany,Slovakia,Don't know,Don't know,Female,77
101375,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,45
101376,Czech Republic,Don't know,Don't know,Germany,Slovakia,Czech Republic,Don't know,Female,78
101377,Czech Republic,Great Britain/United Kingdom,Don't know,Austria,Greece,Finland,Germany,Male,59
101378,Czech Republic,Sweden,Czech Republic,Italy,Sweden,Don't know,Don't know,Female,20
101379,Czech Republic,Germany,Greece,Austria,Slovakia,Don't know,Don't know,Male,48
101380,Czech Republic,Don't know,Don't know,Germany,Slovakia,Czech Republic,Don't know,Female,36
101381,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,57
101382,Czech Republic,Don't know,Don't know,Germany,Don't know,Don't know,Don't know,Male,67
101383,Czech Republic,Germany,Don't know,Don't know,Don't know,Don't know,Don't know,Male,64
101384,Czech Republic,Belgium,Great Britain/United Kingdom,Denmark,Don't know,Poland,Don't know,Female,34
101385,Czech Republic,Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Female,41
101386,Czech Republic,Sweden,Spain,Don't know,Don't know,Don't know,Don't know,Male,30
101387,Czech Republic,Czech Republic,Denmark,Germany,Austria,Don't know,Germany,Female,59
101388,Czech Republic,Czech Republic,France,Germany,Czech Republic,Poland,Don't know,Male,32
101389,Czech Republic,Germany,Poland,Poland,Austria,France,Poland,Male,37
101390,Czech Republic,Germany,Refused,France,Great Britain/United Kingdom,Czech Republic,Don't know,Male,53
101391,Czech Republic,Netherlands,Romania,Germany,Hungary,Don't know,Germany,Female,58
101392,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,61
101393,Czech Republic,Don't know,Don't know,Czech Republic,Austria,Don't know,Don't know,Male,18
101394,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,55
101395,Czech Republic,France,Czech Republic,Austria,France,France,Don't know,Male,34
101396,Czech Republic,Spain,Don't know,Don't know,Spain,Slovakia,Don't know,Male,33
101397,Czech Republic,France,Czech Republic,Czech Republic,France,Don't know,Czech Republic,Female,26
101398,Czech Republic,Germany,Czech Republic,Czech Republic,Don't know,Germany,Czech Republic,Female,29
101399,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Czech Republic,Female,56
101400,Czech Republic,Don't know,Don't know,Czech Republic,Slovenia,Czech Republic,Don't know,Female,56
101401,Czech Republic,Don't know,Slovakia,Germany,Spain,Don't know,Don't know,Male,29
101402,Czech Republic,Don't know,Don't know,France,Great Britain/United Kingdom,Don't know,Don't know,Male,38
101403,Czech Republic,Germany,France,Don't know,Austria,Don't know,Don't know,Male,21
101404,Czech Republic,Don't know,Germany,Greece,Don't know,Don't know,Don't know,Male,71
101405,Czech Republic,Denmark,Slovakia,Germany,Ireland,Ireland,Germany,Female,28
101406,Czech Republic,Germany,Greece,Greece,Germany,Don't know,Don't know,Male,28
101407,Czech Republic,Great Britain/United Kingdom,Germany,Germany,Slovakia,Don't know,Don't know,Male,60
101408,Czech Republic,Germany,Don't know,Don't know,Don't know,Don't know,Don't know,Female,42
101409,Czech Republic,Don't know,Don't know,Don't know,Don't know,Slovakia,Czech Republic,Male,44
101410,Czech Republic,Sweden,Czech Republic,Austria,Finland,France,Don't know,Female,77
101411,Czech Republic,Don't know,Slovakia,Refused,Italy,Italy,Romania,Female,45
101412,Czech Republic,Germany,Poland,Italy,Finland,Germany,Hungary,Male,27
101413,Czech Republic,France,Czech Republic,Czech Republic,Don't know,Don't know,Don't know,Male,32
101414,Czech Republic,Denmark,Italy,Great Britain/United Kingdom,Hungary,Netherlands,Germany,Male,28
101415,Czech Republic,Czech Republic,France,Don't know,Don't know,Don't know,Germany,Female,37
101416,Czech Republic,Slovakia,Austria,Austria,Slovakia,Slovakia,Austria,Female,51
101417,Czech Republic,Germany,Bulgaria,Great Britain/United Kingdom,France,Don't know,Don't know,Male,41
101418,Czech Republic,Spain,Czech Republic,Poland,Germany,Spain,Poland,Male,18
101419,Czech Republic,Great Britain/United Kingdom,France,Slovakia,Italy,Don't know,Don't know,Male,18
101420,Czech Republic,Don't know,Don't know,Germany,Don't know,Don't know,Don't know,Male,57
101421,Czech Republic,Don't know,Don't know,Germany,Austria,France,Don't know,Female,29
101422,Czech Republic,Austria,Don't know,Don't know,Germany,Poland,Don't know,Male,63
101423,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Czech Republic,Female,59
101424,Czech Republic,Germany,France,Germany,Great Britain/United Kingdom,Czech Republic,Sweden,Female,65
101425,Czech Republic,Sweden,Greece,Austria,Don't know,Don't know,Don't know,Male,45
101426,Czech Republic,Germany,Greece,Great Britain/United Kingdom,Denmark,Denmark,Don't know,Male,25
101427,Czech Republic,France,Romania,Germany,Czech Republic,Poland,Don't know,Male,52
101428,Czech Republic,Great Britain/United Kingdom,Poland,Don't know,Slovakia,Don't know,Don't know,Female,65
101429,Czech Republic,Austria,Greece,Germany,Poland,Czech Republic,Germany,Male,29
101430,Czech Republic,Don't know,Don't know,Czech Republic,Great Britain/United Kingdom,Great Britain/United Kingdom,Czech Republic,Female,35
101431,Czech Republic,Germany,Don't know,Belgium,Slovenia,Czech Republic,Germany,Female,64
101432,Czech Republic,Luxembourg,Don't know,Great Britain/United Kingdom,Luxembourg,Romania,Don't know,Female,24
101433,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,73
101434,Czech Republic,Don't know,Don't know,Germany,Don't know,Don't know,Don't know,Male,62
101435,Czech Republic,Germany,Lithuania,Don't know,Don't know,Slovakia,Don't know,Male,64
101436,Czech Republic,Germany,Don't know,Don't know,Don't know,Poland,Germany,Female,34
101437,Czech Republic,Don't know,Don't know,Germany,Don't know,Poland,Germany,Male,42
101438,Czech Republic,Don't know,Don't know,Germany,Don't know,Don't know,Don't know,Male,70
101439,Czech Republic,Finland,Italy,France,Don't know,Germany,Great Britain/United Kingdom,Female,21
101440,Czech Republic,Great Britain/United Kingdom,Germany,Germany,Great Britain/United Kingdom,Don't know,Germany,Female,65
101441,Czech Republic,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Female,57
101442,Czech Republic,Germany,Spain,France,Denmark,Sweden,Italy,Male,31
101443,Czech Republic,Italy,Bulgaria,Don't know,Don't know,Don't know,Don't know,Male,22
101444,Czech Republic,Czech Republic,Don't know,Don't know,Great Britain/United Kingdom,Great Britain/United Kingdom,Hungary,Female,57
101445,Czech Republic,Don't know,Don't know,Germany,Slovakia,Don't know,Germany,Female,56
101446,Czech Republic,Germany,Greece,France,Germany,Slovakia,Don't know,Female,37
101447,Czech Republic,Don't know,Refused,Germany,Refused,Refused,Refused,Female,37
101448,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,63
101449,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,27
101450,Czech Republic,Don't know,Don't know,Germany,Czech Republic,Poland,Don't know,Male,36
101451,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,61
101452,Czech Republic,Don't know,Czech Republic,Don't know,Don't know,Don't know,Czech Republic,Female,23
101453,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,49
101454,Czech Republic,Don't know,Czech Republic,Germany,Don't know,Slovakia,Greece,Male,60
101455,Czech Republic,Slovakia,Don't know,Don't know,Slovakia,Don't know,Don't know,Male,65
101456,Czech Republic,Don't know,Greece,Czech Republic,Don't know,Don't know,Don't know,Female,32
101457,Czech Republic,Germany,Greece,Don't know,Don't know,Czech Republic,Don't know,Female,68
101458,Czech Republic,Sweden,Italy,Don't know,Sweden,Czech Republic,Germany,Female,32
101459,Czech Republic,Don't know,Don't know,Italy,Germany,Slovakia,Hungary,Male,58
101460,Czech Republic,Germany,Italy,Don't know,Germany,Don't know,Don't know,Male,55
101461,Czech Republic,Don't know,Czech Republic,Don't know,Don't know,Don't know,Don't know,Male,22
101462,Czech Republic,Don't know,Don't know,Don't know,Czech Republic,Don't know,Don't know,Female,57
101463,Czech Republic,Austria,Poland,Hungary,Slovakia,Germany,Czech Republic,Female,63
101464,Czech Republic,Sweden,Bulgaria,Germany,Slovakia,Sweden,Don't know,Male,22
101465,Czech Republic,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Male,50
101466,Czech Republic,Sweden,Romania,Germany,Sweden,Don't know,Greece,Male,61
101467,Czech Republic,Don't know,Greece,Don't know,Don't know,Don't know,Don't know,Male,75
101468,Czech Republic,Don't know,Don't know,Germany,Netherlands,Great Britain/United Kingdom,Germany,Male,62
101469,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,56
101470,Czech Republic,Slovakia,Germany,Greece,Poland,Slovakia,Germany,Male,24
101471,Czech Republic,Spain,Poland,Great Britain/United Kingdom,Denmark,Spain,Great Britain/United Kingdom,Male,27
101472,Czech Republic,Austria,Don't know,Germany,Slovakia,Don't know,Don't know,Female,28
101473,Czech Republic,Sweden,Don't know,Czech Republic,Great Britain/United Kingdom,Great Britain/United Kingdom,Czech Republic,Male,36
101474,Czech Republic,Czech Republic,Don't know,Germany,Slovakia,Slovakia,Don't know,Female,61
101475,Czech Republic,Sweden,Romania,France,Don't know,Don't know,Germany,Male,24
101476,Czech Republic,Spain,Don't know,Don't know,Slovenia,Czech Republic,Don't know,Male,70
101477,Czech Republic,Don't know,Czech Republic,Czech Republic,Don't know,Don't know,Don't know,Male,34
101478,Czech Republic,Slovakia,Germany,Germany,Slovakia,Don't know,Germany,Female,56
101479,Czech Republic,Germany,Bulgaria,Germany,Greece,Don't know,Germany,Female,19
101480,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,42
101481,Czech Republic,Ireland,Germany,Germany,Great Britain/United Kingdom,Don't know,Greece,Male,41
101482,Czech Republic,Germany,Poland,Bulgaria,Germany,Slovakia,Romania,Male,57
101483,Czech Republic,Germany,Romania,Don't know,France,Don't know,Don't know,Male,30
101484,Czech Republic,France,Poland,Czech Republic,Denmark,Denmark,Czech Republic,Female,25
101485,Czech Republic,Germany,Italy,France,Spain,Germany,Hungary,Male,26
101486,Czech Republic,Austria,Germany,Italy,Slovakia,France,Slovakia,Female,68
